Total Nacional;Municipios;Sexo;Unidades de medida;Total
Total Nacional;47135 Robladillo;Hombres;Personas;52
Total Nacional;47135 Robladillo;Mujeres;Personas;37
Total Nacional;47137 Roturas;Ambos sexos;Personas;29
Total Nacional;47137 Roturas;Hombres;Personas;17
Total Nacional;47137 Roturas;Mujeres;Personas;12
Total Nacional;47138 Rubí de Bracamonte;Ambos sexos;Personas;214
Total Nacional;47138 Rubí de Bracamonte;Hombres;Personas;122
Total Nacional;47138 Rubí de Bracamonte;Mujeres;Personas;92
Total Nacional;47139 Rueda;Ambos sexos;Personas;1.206
Total Nacional;47139 Rueda;Hombres;Personas;630
Total Nacional;47139 Rueda;Mujeres;Personas;576
Total Nacional;47140 Saelices de Mayorga;Ambos sexos;Personas;112
Total Nacional;47140 Saelices de Mayorga;Hombres;Personas;68
Total Nacional;47140 Saelices de Mayorga;Mujeres;Personas;44
Total Nacional;47141 Salvador de Zapardiel;Ambos sexos;Personas;110
Total Nacional;47141 Salvador de Zapardiel;Hombres;Personas;64
Total Nacional;47141 Salvador de Zapardiel;Mujeres;Personas;46
Total Nacional;47142 San Cebrián de Mazote;Ambos sexos;Personas;123
Total Nacional;47142 San Cebrián de Mazote;Hombres;Personas;71
Total Nacional;47142 San Cebrián de Mazote;Mujeres;Personas;52
Total Nacional;47143 San Llorente;Ambos sexos;Personas;109
Total Nacional;47143 San Llorente;Hombres;Personas;63
Total Nacional;47143 San Llorente;Mujeres;Personas;46
Total Nacional;47144 San Martín de Valvení;Ambos sexos;Personas;80
Total Nacional;47144 San Martín de Valvení;Hombres;Personas;43
Total Nacional;47144 San Martín de Valvení;Mujeres;Personas;37
Total Nacional;47145 San Miguel del Arroyo;Ambos sexos;Personas;653
Total Nacional;47145 San Miguel del Arroyo;Hombres;Personas;348
Total Nacional;47145 San Miguel del Arroyo;Mujeres;Personas;305
Total Nacional;47146 San Miguel del Pino;Ambos sexos;Personas;347
Total Nacional;47146 San Miguel del Pino;Hombres;Personas;178
Total Nacional;47146 San Miguel del Pino;Mujeres;Personas;169
Total Nacional;47147 San Pablo de la Moraleja;Ambos sexos;Personas;108
Total Nacional;47147 San Pablo de la Moraleja;Hombres;Personas;59
Total Nacional;47147 San Pablo de la Moraleja;Mujeres;Personas;49
Total Nacional;47148 San Pedro de Latarce;Ambos sexos;Personas;466
Total Nacional;47148 San Pedro de Latarce;Hombres;Personas;248
Total Nacional;47148 San Pedro de Latarce;Mujeres;Personas;218
Total Nacional;47149 San Pelayo;Ambos sexos;Personas;48
Total Nacional;47149 San Pelayo;Hombres;Personas;23
Total Nacional;47149 San Pelayo;Mujeres;Personas;25
Total Nacional;47150 San Román de Hornija;Ambos sexos;Personas;308
Total Nacional;47150 San Román de Hornija;Hombres;Personas;145
Total Nacional;47150 San Román de Hornija;Mujeres;Personas;163
Total Nacional;47151 San Salvador;Ambos sexos;Personas;24
Total Nacional;47151 San Salvador;Hombres;Personas;14
Total Nacional;47151 San Salvador;Mujeres;Personas;10
Total Nacional;47156 San Vicente del Palacio;Ambos sexos;Personas;162
Total Nacional;47156 San Vicente del Palacio;Hombres;Personas;87
Total Nacional;47156 San Vicente del Palacio;Mujeres;Personas;75
Total Nacional;47152 Santa Eufemia del Arroyo;Ambos sexos;Personas;74
Total Nacional;47152 Santa Eufemia del Arroyo;Hombres;Personas;40
Total Nacional;47152 Santa Eufemia del Arroyo;Mujeres;Personas;34
Total Nacional;47153 Santervás de Campos;Ambos sexos;Personas;111
Total Nacional;47153 Santervás de Campos;Hombres;Personas;63
Total Nacional;47153 Santervás de Campos;Mujeres;Personas;48
Total Nacional;47154 Santibáñez de Valcorba;Ambos sexos;Personas;184
Total Nacional;47154 Santibáñez de Valcorba;Hombres;Personas;107
Total Nacional;47154 Santibáñez de Valcorba;Mujeres;Personas;77
Total Nacional;47155 Santovenia de Pisuerga;Ambos sexos;Personas;4.587
Total Nacional;47155 Santovenia de Pisuerga;Hombres;Personas;2.340
Total Nacional;47155 Santovenia de Pisuerga;Mujeres;Personas;2.247
Total Nacional;47157 Sardón de Duero;Ambos sexos;Personas;604
Total Nacional;47157 Sardón de Duero;Hombres;Personas;320
Total Nacional;47157 Sardón de Duero;Mujeres;Personas;284
Total Nacional;47158 Seca, La;Ambos sexos;Personas;1.064
Total Nacional;47158 Seca, La;Hombres;Personas;556
Total Nacional;47158 Seca, La;Mujeres;Personas;508
Total Nacional;47159 Serrada;Ambos sexos;Personas;1.116
Total Nacional;47159 Serrada;Hombres;Personas;581
Total Nacional;47159 Serrada;Mujeres;Personas;535
Total Nacional;47160 Siete Iglesias de Trabancos;Ambos sexos;Personas;428
Total Nacional;47160 Siete Iglesias de Trabancos;Hombres;Personas;233
Total Nacional;47160 Siete Iglesias de Trabancos;Mujeres;Personas;195
Total Nacional;47161 Simancas;Ambos sexos;Personas;5.324
Total Nacional;47161 Simancas;Hombres;Personas;2.718
Total Nacional;47161 Simancas;Mujeres;Personas;2.606
Total Nacional;47162 Tamariz de Campos;Ambos sexos;Personas;71
Total Nacional;47162 Tamariz de Campos;Hombres;Personas;41
Total Nacional;47162 Tamariz de Campos;Mujeres;Personas;30
Total Nacional;47163 Tiedra;Ambos sexos;Personas;285
Total Nacional;47163 Tiedra;Hombres;Personas;140
Total Nacional;47163 Tiedra;Mujeres;Personas;145
Total Nacional;47164 Tordehumos;Ambos sexos;Personas;409
Total Nacional;47164 Tordehumos;Hombres;Personas;219
Total Nacional;47164 Tordehumos;Mujeres;Personas;190
Total Nacional;47165 Tordesillas;Ambos sexos;Personas;8.742
Total Nacional;47165 Tordesillas;Hombres;Personas;4.421
Total Nacional;47165 Tordesillas;Mujeres;Personas;4.321
Total Nacional;47169 Torre de Esgueva;Ambos sexos;Personas;66
Total Nacional;47169 Torre de Esgueva;Hombres;Personas;36
Total Nacional;47169 Torre de Esgueva;Mujeres;Personas;30
Total Nacional;47170 Torre de Peñafiel;Ambos sexos;Personas;46
Total Nacional;47170 Torre de Peñafiel;Hombres;Personas;29
Total Nacional;47170 Torre de Peñafiel;Mujeres;Personas;17
Total Nacional;47166 Torrecilla de la Abadesa;Ambos sexos;Personas;268
Total Nacional;47166 Torrecilla de la Abadesa;Hombres;Personas;126
Total Nacional;47166 Torrecilla de la Abadesa;Mujeres;Personas;142
Total Nacional;47167 Torrecilla de la Orden;Ambos sexos;Personas;243
Total Nacional;47167 Torrecilla de la Orden;Hombres;Personas;119
Total Nacional;47167 Torrecilla de la Orden;Mujeres;Personas;124
Total Nacional;47168 Torrecilla de la Torre;Ambos sexos;Personas;35
Total Nacional;47168 Torrecilla de la Torre;Hombres;Personas;22
Total Nacional;47168 Torrecilla de la Torre;Mujeres;Personas;13
Total Nacional;47171 Torrelobatón;Ambos sexos;Personas;391
Total Nacional;47171 Torrelobatón;Hombres;Personas;203
Total Nacional;47171 Torrelobatón;Mujeres;Personas;188
Total Nacional;47172 Torrescárcela;Ambos sexos;Personas;168
Total Nacional;47172 Torrescárcela;Hombres;Personas;87
Total Nacional;47172 Torrescárcela;Mujeres;Personas;81
Total Nacional;47173 Traspinedo;Ambos sexos;Personas;1.160
Total Nacional;47173 Traspinedo;Hombres;Personas;614
Total Nacional;47173 Traspinedo;Mujeres;Personas;546
Total Nacional;47174 Trigueros del Valle;Ambos sexos;Personas;308
Total Nacional;47174 Trigueros del Valle;Hombres;Personas;169
Total Nacional;47174 Trigueros del Valle;Mujeres;Personas;139
Total Nacional;47175 Tudela de Duero;Ambos sexos;Personas;8.686
Total Nacional;47175 Tudela de Duero;Hombres;Personas;4.420
Total Nacional;47175 Tudela de Duero;Mujeres;Personas;4.266
Total Nacional;47176 Unión de Campos, La;Ambos sexos;Personas;222
Total Nacional;47176 Unión de Campos, La;Hombres;Personas;110
Total Nacional;47176 Unión de Campos, La;Mujeres;Personas;112
Total Nacional;47177 Urones de Castroponce;Ambos sexos;Personas;110
Total Nacional;47177 Urones de Castroponce;Hombres;Personas;69
Total Nacional;47177 Urones de Castroponce;Mujeres;Personas;41
Total Nacional;47178 Urueña;Ambos sexos;Personas;191
Total Nacional;47178 Urueña;Hombres;Personas;105
Total Nacional;47178 Urueña;Mujeres;Personas;86
Total Nacional;47179 Valbuena de Duero;Ambos sexos;Personas;440
Total Nacional;47179 Valbuena de Duero;Hombres;Personas;245
Total Nacional;47179 Valbuena de Duero;Mujeres;Personas;195
Total Nacional;47180 Valdearcos de la Vega;Ambos sexos;Personas;58
Total Nacional;47180 Valdearcos de la Vega;Hombres;Personas;31
Total Nacional;47180 Valdearcos de la Vega;Mujeres;Personas;27
Total Nacional;47181 Valdenebro de los Valles;Ambos sexos;Personas;194
Total Nacional;47181 Valdenebro de los Valles;Hombres;Personas;105
Total Nacional;47181 Valdenebro de los Valles;Mujeres;Personas;89
Total Nacional;47182 Valdestillas;Ambos sexos;Personas;1.613
Total Nacional;47182 Valdestillas;Hombres;Personas;829
Total Nacional;47182 Valdestillas;Mujeres;Personas;784
Total Nacional;47183 Valdunquillo;Ambos sexos;Personas;141
Total Nacional;47183 Valdunquillo;Hombres;Personas;69
Total Nacional;47183 Valdunquillo;Mujeres;Personas;72
Total Nacional;47186 Valladolid;Ambos sexos;Personas;297.370
Total Nacional;47186 Valladolid;Hombres;Personas;139.390
Total Nacional;47186 Valladolid;Mujeres;Personas;157.980
Total Nacional;47184 Valoria la Buena;Ambos sexos;Personas;678
Total Nacional;47184 Valoria la Buena;Hombres;Personas;372
Total Nacional;47184 Valoria la Buena;Mujeres;Personas;306
Total Nacional;47185 Valverde de Campos;Ambos sexos;Personas;91
Total Nacional;47185 Valverde de Campos;Hombres;Personas;53
Total Nacional;47185 Valverde de Campos;Mujeres;Personas;38
Total Nacional;47187 Vega de Ruiponce;Ambos sexos;Personas;82
Total Nacional;47187 Vega de Ruiponce;Hombres;Personas;50
Total Nacional;47187 Vega de Ruiponce;Mujeres;Personas;32
Total Nacional;47188 Vega de Valdetronco;Ambos sexos;Personas;97
Total Nacional;47188 Vega de Valdetronco;Hombres;Personas;55
Total Nacional;47188 Vega de Valdetronco;Mujeres;Personas;42
Total Nacional;47189 Velascálvaro;Ambos sexos;Personas;171
Total Nacional;47189 Velascálvaro;Hombres;Personas;92
Total Nacional;47189 Velascálvaro;Mujeres;Personas;79
Total Nacional;47190 Velilla;Ambos sexos;Personas;115
Total Nacional;47190 Velilla;Hombres;Personas;58
Total Nacional;47190 Velilla;Mujeres;Personas;57
Total Nacional;47191 Velliza;Ambos sexos;Personas;120
Total Nacional;47191 Velliza;Hombres;Personas;78
Total Nacional;47191 Velliza;Mujeres;Personas;42
Total Nacional;47192 Ventosa de la Cuesta;Ambos sexos;Personas;98
Total Nacional;47192 Ventosa de la Cuesta;Hombres;Personas;57
Total Nacional;47192 Ventosa de la Cuesta;Mujeres;Personas;41
Total Nacional;47193 Viana de Cega;Ambos sexos;Personas;2.158
Total Nacional;47193 Viana de Cega;Hombres;Personas;1.123
Total Nacional;47193 Viana de Cega;Mujeres;Personas;1.035
Total Nacional;47195 Villabáñez;Ambos sexos;Personas;491
Total Nacional;47195 Villabáñez;Hombres;Personas;264
Total Nacional;47195 Villabáñez;Mujeres;Personas;227
Total Nacional;47196 Villabaruz de Campos;Ambos sexos;Personas;26
Total Nacional;47196 Villabaruz de Campos;Hombres;Personas;11
Total Nacional;47196 Villabaruz de Campos;Mujeres;Personas;15
Total Nacional;47197 Villabrágima;Ambos sexos;Personas;1.046
Total Nacional;47197 Villabrágima;Hombres;Personas;555
Total Nacional;47197 Villabrágima;Mujeres;Personas;491
Total Nacional;47198 Villacarralón;Ambos sexos;Personas;73
Total Nacional;47198 Villacarralón;Hombres;Personas;45
Total Nacional;47198 Villacarralón;Mujeres;Personas;28
Total Nacional;47199 Villacid de Campos;Ambos sexos;Personas;80
Total Nacional;47199 Villacid de Campos;Hombres;Personas;48
Total Nacional;47199 Villacid de Campos;Mujeres;Personas;32
Total Nacional;47200 Villaco;Ambos sexos;Personas;75
Total Nacional;47200 Villaco;Hombres;Personas;47
Total Nacional;47200 Villaco;Mujeres;Personas;28
Total Nacional;47203 Villafrades de Campos;Ambos sexos;Personas;63
Total Nacional;47203 Villafrades de Campos;Hombres;Personas;33
Total Nacional;47203 Villafrades de Campos;Mujeres;Personas;30
Total Nacional;47204 Villafranca de Duero;Ambos sexos;Personas;268
Total Nacional;47204 Villafranca de Duero;Hombres;Personas;138
Total Nacional;47204 Villafranca de Duero;Mujeres;Personas;130
Total Nacional;47205 Villafrechós;Ambos sexos;Personas;462
Total Nacional;47205 Villafrechós;Hombres;Personas;256
Total Nacional;47205 Villafrechós;Mujeres;Personas;206
Total Nacional;47206 Villafuerte;Ambos sexos;Personas;87
Total Nacional;47206 Villafuerte;Hombres;Personas;51
Total Nacional;47206 Villafuerte;Mujeres;Personas;36
Total Nacional;47207 Villagarcía de Campos;Ambos sexos;Personas;286
Total Nacional;47207 Villagarcía de Campos;Hombres;Personas;172
Total Nacional;47207 Villagarcía de Campos;Mujeres;Personas;114
Total Nacional;47208 Villagómez la Nueva;Ambos sexos;Personas;63
Total Nacional;47208 Villagómez la Nueva;Hombres;Personas;33
Total Nacional;47208 Villagómez la Nueva;Mujeres;Personas;30
Total Nacional;47209 Villalán de Campos;Ambos sexos;Personas;35
Total Nacional;47209 Villalán de Campos;Hombres;Personas;22
Total Nacional;47209 Villalán de Campos;Mujeres;Personas;13
Total Nacional;47210 Villalar de los Comuneros;Ambos sexos;Personas;472
Total Nacional;47210 Villalar de los Comuneros;Hombres;Personas;229
Total Nacional;47210 Villalar de los Comuneros;Mujeres;Personas;243
Total Nacional;47211 Villalba de la Loma;Ambos sexos;Personas;45
Total Nacional;47211 Villalba de la Loma;Hombres;Personas;24
Total Nacional;47211 Villalba de la Loma;Mujeres;Personas;21
Total Nacional;47212 Villalba de los Alcores;Ambos sexos;Personas;389
Total Nacional;47212 Villalba de los Alcores;Hombres;Personas;216
Total Nacional;47212 Villalba de los Alcores;Mujeres;Personas;173
Total Nacional;47213 Villalbarba;Ambos sexos;Personas;107
Total Nacional;47213 Villalbarba;Hombres;Personas;55
Total Nacional;47213 Villalbarba;Mujeres;Personas;52
Total Nacional;47214 Villalón de Campos;Ambos sexos;Personas;1.535
Total Nacional;47214 Villalón de Campos;Hombres;Personas;756
Total Nacional;47214 Villalón de Campos;Mujeres;Personas;779
Total Nacional;47215 Villamuriel de Campos;Ambos sexos;Personas;49
Total Nacional;47215 Villamuriel de Campos;Hombres;Personas;24
Total Nacional;47215 Villamuriel de Campos;Mujeres;Personas;25
Total Nacional;47216 Villán de Tordesillas;Ambos sexos;Personas;123
Total Nacional;47216 Villán de Tordesillas;Hombres;Personas;69
Total Nacional;47216 Villán de Tordesillas;Mujeres;Personas;54
Total Nacional;47217 Villanubla;Ambos sexos;Personas;2.826
Total Nacional;47217 Villanubla;Hombres;Personas;1.451
Total Nacional;47217 Villanubla;Mujeres;Personas;1.375
Total Nacional;47218 Villanueva de Duero;Ambos sexos;Personas;1.222
Total Nacional;47218 Villanueva de Duero;Hombres;Personas;641
Total Nacional;47218 Villanueva de Duero;Mujeres;Personas;581
Total Nacional;47219 Villanueva de la Condesa;Ambos sexos;Personas;58
Total Nacional;47219 Villanueva de la Condesa;Hombres;Personas;28
Total Nacional;47219 Villanueva de la Condesa;Mujeres;Personas;30
Total Nacional;47220 Villanueva de los Caballeros;Ambos sexos;Personas;175
Total Nacional;47220 Villanueva de los Caballeros;Hombres;Personas;92
Total Nacional;47220 Villanueva de los Caballeros;Mujeres;Personas;83
Total Nacional;47221 Villanueva de los Infantes;Ambos sexos;Personas;108
Total Nacional;47221 Villanueva de los Infantes;Hombres;Personas;64
Total Nacional;47221 Villanueva de los Infantes;Mujeres;Personas;44
Total Nacional;47222 Villanueva de San Mancio;Ambos sexos;Personas;89
Total Nacional;47222 Villanueva de San Mancio;Hombres;Personas;51
Total Nacional;47222 Villanueva de San Mancio;Mujeres;Personas;38
Total Nacional;47223 Villardefrades;Ambos sexos;Personas;156
Total Nacional;47223 Villardefrades;Hombres;Personas;90
Total Nacional;47223 Villardefrades;Mujeres;Personas;66
Total Nacional;47224 Villarmentero de Esgueva;Ambos sexos;Personas;105
Total Nacional;47224 Villarmentero de Esgueva;Hombres;Personas;59
Total Nacional;47224 Villarmentero de Esgueva;Mujeres;Personas;46
Total Nacional;47225 Villasexmir;Ambos sexos;Personas;72
Total Nacional;47225 Villasexmir;Hombres;Personas;41
Total Nacional;47225 Villasexmir;Mujeres;Personas;31
Total Nacional;47226 Villavaquerín;Ambos sexos;Personas;163
Total Nacional;47226 Villavaquerín;Hombres;Personas;90
Total Nacional;47226 Villavaquerín;Mujeres;Personas;73
Total Nacional;47227 Villavellid;Ambos sexos;Personas;51
Total Nacional;47227 Villavellid;Hombres;Personas;31
Total Nacional;47227 Villavellid;Mujeres;Personas;20
Total Nacional;47228 Villaverde de Medina;Ambos sexos;Personas;519
Total Nacional;47228 Villaverde de Medina;Hombres;Personas;275
Total Nacional;47228 Villaverde de Medina;Mujeres;Personas;244
Total Nacional;47229 Villavicencio de los Caballeros;Ambos sexos;Personas;233
Total Nacional;47229 Villavicencio de los Caballeros;Hombres;Personas;122
Total Nacional;47229 Villavicencio de los Caballeros;Mujeres;Personas;111
Total Nacional;47194 Viloria;Ambos sexos;Personas;350
Total Nacional;47194 Viloria;Hombres;Personas;185
Total Nacional;47194 Viloria;Mujeres;Personas;165
Total Nacional;47230 Wamba;Ambos sexos;Personas;308
Total Nacional;47230 Wamba;Hombres;Personas;168
Total Nacional;47230 Wamba;Mujeres;Personas;140
Total Nacional;47231 Zaratán;Ambos sexos;Personas;6.245
Total Nacional;47231 Zaratán;Hombres;Personas;3.200
Total Nacional;47231 Zaratán;Mujeres;Personas;3.045
Total Nacional;47232 Zarza, La;Ambos sexos;Personas;120
Total Nacional;47232 Zarza, La;Hombres;Personas;63
Total Nacional;47232 Zarza, La;Mujeres;Personas;57
Total Nacional;48001 Abadiño;Ambos sexos;Personas;7.607
Total Nacional;48001 Abadiño;Hombres;Personas;3.815
Total Nacional;48001 Abadiño;Mujeres;Personas;3.792
Total Nacional;48002 Abanto y Ciérvana-Abanto Zierbena;Ambos sexos;Personas;9.445
Total Nacional;48002 Abanto y Ciérvana-Abanto Zierbena;Hombres;Personas;4.696
Total Nacional;48002 Abanto y Ciérvana-Abanto Zierbena;Mujeres;Personas;4.749
Total Nacional;48911 Ajangiz;Ambos sexos;Personas;483
Total Nacional;48911 Ajangiz;Hombres;Personas;253
Total Nacional;48911 Ajangiz;Mujeres;Personas;230
Total Nacional;48912 Alonsotegi;Ambos sexos;Personas;2.941
Total Nacional;48912 Alonsotegi;Hombres;Personas;1.442
Total Nacional;48912 Alonsotegi;Mujeres;Personas;1.499
Total Nacional;48003 Amorebieta-Etxano;Ambos sexos;Personas;19.536
Total Nacional;48003 Amorebieta-Etxano;Hombres;Personas;9.635
Total Nacional;48003 Amorebieta-Etxano;Mujeres;Personas;9.901
Total Nacional;48004 Amoroto;Ambos sexos;Personas;412
Total Nacional;48004 Amoroto;Hombres;Personas;214
Total Nacional;48004 Amoroto;Mujeres;Personas;198
Total Nacional;48005 Arakaldo;Ambos sexos;Personas;158
Total Nacional;48005 Arakaldo;Hombres;Personas;76
Total Nacional;48005 Arakaldo;Mujeres;Personas;82
Total Nacional;48006 Arantzazu;Ambos sexos;Personas;402
Total Nacional;48006 Arantzazu;Hombres;Personas;199
Total Nacional;48006 Arantzazu;Mujeres;Personas;203
Total Nacional;48093 Areatza;Ambos sexos;Personas;1.264
Total Nacional;48093 Areatza;Hombres;Personas;610
Total Nacional;48093 Areatza;Mujeres;Personas;654
Total Nacional;48009 Arrankudiaga-Zollo;Ambos sexos;Personas;992
Total Nacional;48009 Arrankudiaga-Zollo;Hombres;Personas;485
Total Nacional;48009 Arrankudiaga-Zollo;Mujeres;Personas;507
Total Nacional;48914 Arratzu;Ambos sexos;Personas;423
Total Nacional;48914 Arratzu;Hombres;Personas;203
Total Nacional;48914 Arratzu;Mujeres;Personas;220
Total Nacional;48010 Arrieta;Ambos sexos;Personas;575
Total Nacional;48010 Arrieta;Hombres;Personas;297
Total Nacional;48010 Arrieta;Mujeres;Personas;278
Total Nacional;48011 Arrigorriaga;Ambos sexos;Personas;12.134
Total Nacional;48011 Arrigorriaga;Hombres;Personas;5.911
Total Nacional;48011 Arrigorriaga;Mujeres;Personas;6.223
Total Nacional;48023 Artea;Ambos sexos;Personas;742
Total Nacional;48023 Artea;Hombres;Personas;378
Total Nacional;48023 Artea;Mujeres;Personas;364
Total Nacional;48008 Artzentales;Ambos sexos;Personas;729
Total Nacional;48008 Artzentales;Hombres;Personas;384
Total Nacional;48008 Artzentales;Mujeres;Personas;345
Total Nacional;48091 Atxondo;Ambos sexos;Personas;1.363
Total Nacional;48091 Atxondo;Hombres;Personas;697
Total Nacional;48091 Atxondo;Mujeres;Personas;666
Total Nacional;48070 Aulesti;Ambos sexos;Personas;645
Total Nacional;48070 Aulesti;Hombres;Personas;319
Total Nacional;48070 Aulesti;Mujeres;Personas;326
Total Nacional;48012 Bakio;Ambos sexos;Personas;2.774
Total Nacional;48012 Bakio;Hombres;Personas;1.399
Total Nacional;48012 Bakio;Mujeres;Personas;1.375
Total Nacional;48090 Balmaseda;Ambos sexos;Personas;7.680
Total Nacional;48090 Balmaseda;Hombres;Personas;3.685
Total Nacional;48090 Balmaseda;Mujeres;Personas;3.995
Total Nacional;48013 Barakaldo;Ambos sexos;Personas;100.847
Total Nacional;48013 Barakaldo;Hombres;Personas;48.632
Total Nacional;48013 Barakaldo;Mujeres;Personas;52.215
Total Nacional;48014 Barrika;Ambos sexos;Personas;1.556
Total Nacional;48014 Barrika;Hombres;Personas;792
Total Nacional;48014 Barrika;Mujeres;Personas;764
Total Nacional;48015 Basauri;Ambos sexos;Personas;40.574
Total Nacional;48015 Basauri;Hombres;Personas;19.589
Total Nacional;48015 Basauri;Mujeres;Personas;20.985
Total Nacional;48092 Bedia;Ambos sexos;Personas;1.074
Total Nacional;48092 Bedia;Hombres;Personas;515
Total Nacional;48092 Bedia;Mujeres;Personas;559
Total Nacional;48016 Berango;Ambos sexos;Personas;7.279
Total Nacional;48016 Berango;Hombres;Personas;3.574
Total Nacional;48016 Berango;Mujeres;Personas;3.705
Total Nacional;48017 Bermeo;Ambos sexos;Personas;16.854
Total Nacional;48017 Bermeo;Hombres;Personas;8.296
Total Nacional;48017 Bermeo;Mujeres;Personas;8.558
Total Nacional;48018 Berriatua;Ambos sexos;Personas;1.236
Total Nacional;48018 Berriatua;Hombres;Personas;676
Total Nacional;48018 Berriatua;Mujeres;Personas;560
Total Nacional;48019 Berriz;Ambos sexos;Personas;4.542
Total Nacional;48019 Berriz;Hombres;Personas;2.274
Total Nacional;48019 Berriz;Mujeres;Personas;2.268
Total Nacional;48020 Bilbao;Ambos sexos;Personas;345.749
Total Nacional;48020 Bilbao;Hombres;Personas;163.447
Total Nacional;48020 Bilbao;Mujeres;Personas;182.302
Total Nacional;48021 Busturia;Ambos sexos;Personas;1.652
Total Nacional;48021 Busturia;Hombres;Personas;825
Total Nacional;48021 Busturia;Mujeres;Personas;827
Total Nacional;48901 Derio;Ambos sexos;Personas;6.776
Total Nacional;48901 Derio;Hombres;Personas;3.304
Total Nacional;48901 Derio;Mujeres;Personas;3.472
Total Nacional;48026 Dima;Ambos sexos;Personas;1.471
Total Nacional;48026 Dima;Hombres;Personas;757
Total Nacional;48026 Dima;Mujeres;Personas;714
Total Nacional;48027 Durango;Ambos sexos;Personas;29.934
Total Nacional;48027 Durango;Hombres;Personas;14.575
Total Nacional;48027 Durango;Mujeres;Personas;15.359
Total Nacional;48028 Ea;Ambos sexos;Personas;822
Total Nacional;48028 Ea;Hombres;Personas;436
Total Nacional;48028 Ea;Mujeres;Personas;386
Total Nacional;48031 Elantxobe;Ambos sexos;Personas;343
Total Nacional;48031 Elantxobe;Hombres;Personas;168
Total Nacional;48031 Elantxobe;Mujeres;Personas;175
Total Nacional;48032 Elorrio;Ambos sexos;Personas;7.408
Total Nacional;48032 Elorrio;Hombres;Personas;3.654
Total Nacional;48032 Elorrio;Mujeres;Personas;3.754
Total Nacional;48902 Erandio;Ambos sexos;Personas;24.503
Total Nacional;48902 Erandio;Hombres;Personas;11.867
Total Nacional;48902 Erandio;Mujeres;Personas;12.636
Total Nacional;48033 Ereño;Ambos sexos;Personas;264
Total Nacional;48033 Ereño;Hombres;Personas;149
Total Nacional;48033 Ereño;Mujeres;Personas;115
Total Nacional;48034 Ermua;Ambos sexos;Personas;15.790
Total Nacional;48034 Ermua;Hombres;Personas;7.826
Total Nacional;48034 Ermua;Mujeres;Personas;7.964
Total Nacional;48079 Errigoiti;Ambos sexos;Personas;486
Total Nacional;48079 Errigoiti;Hombres;Personas;261
Total Nacional;48079 Errigoiti;Mujeres;Personas;225
Total Nacional;48029 Etxebarri;Ambos sexos;Personas;11.660
Total Nacional;48029 Etxebarri;Hombres;Personas;5.855
Total Nacional;48029 Etxebarri;Mujeres;Personas;5.805
Total Nacional;48030 Etxebarria;Ambos sexos;Personas;789
Total Nacional;48030 Etxebarria;Hombres;Personas;402
Total Nacional;48030 Etxebarria;Mujeres;Personas;387
Total Nacional;48906 Forua;Ambos sexos;Personas;912
Total Nacional;48906 Forua;Hombres;Personas;449
Total Nacional;48906 Forua;Mujeres;Personas;463
Total Nacional;48035 Fruiz;Ambos sexos;Personas;548
Total Nacional;48035 Fruiz;Hombres;Personas;274
Total Nacional;48035 Fruiz;Mujeres;Personas;274
Total Nacional;48036 Galdakao;Ambos sexos;Personas;29.369
Total Nacional;48036 Galdakao;Hombres;Personas;14.478
Total Nacional;48036 Galdakao;Mujeres;Personas;14.891
Total Nacional;48037 Galdames;Ambos sexos;Personas;843
Total Nacional;48037 Galdames;Hombres;Personas;446
Total Nacional;48037 Galdames;Mujeres;Personas;397
Total Nacional;48038 Gamiz-Fika;Ambos sexos;Personas;1.382
Total Nacional;48038 Gamiz-Fika;Hombres;Personas;694
Total Nacional;48038 Gamiz-Fika;Mujeres;Personas;688
Total Nacional;48039 Garai;Ambos sexos;Personas;329
Total Nacional;48039 Garai;Hombres;Personas;164
Total Nacional;48039 Garai;Mujeres;Personas;165
Total Nacional;48040 Gatika;Ambos sexos;Personas;1.673
Total Nacional;48040 Gatika;Hombres;Personas;842
Total Nacional;48040 Gatika;Mujeres;Personas;831
Total Nacional;48041 Gautegiz Arteaga;Ambos sexos;Personas;844
Total Nacional;48041 Gautegiz Arteaga;Hombres;Personas;421
Total Nacional;48041 Gautegiz Arteaga;Mujeres;Personas;423
Total Nacional;48046 Gernika-Lumo;Ambos sexos;Personas;17.031
Total Nacional;48046 Gernika-Lumo;Hombres;Personas;8.195
Total Nacional;48046 Gernika-Lumo;Mujeres;Personas;8.836
Total Nacional;48044 Getxo;Ambos sexos;Personas;77.101
Total Nacional;48044 Getxo;Hombres;Personas;36.169
Total Nacional;48044 Getxo;Mujeres;Personas;40.932
Total Nacional;48047 Gizaburuaga;Ambos sexos;Personas;199
Total Nacional;48047 Gizaburuaga;Hombres;Personas;103
Total Nacional;48047 Gizaburuaga;Mujeres;Personas;96
Total Nacional;48042 Gordexola;Ambos sexos;Personas;1.725
Total Nacional;48042 Gordexola;Hombres;Personas;879
Total Nacional;48042 Gordexola;Mujeres;Personas;846
Total Nacional;48043 Gorliz;Ambos sexos;Personas;6.028
Total Nacional;48043 Gorliz;Hombres;Personas;2.978
Total Nacional;48043 Gorliz;Mujeres;Personas;3.050
Total Nacional;48045 Güeñes;Ambos sexos;Personas;6.700
Total Nacional;48045 Güeñes;Hombres;Personas;3.248
Total Nacional;48045 Güeñes;Mujeres;Personas;3.452
